time,LineB2B5.P1Pu,case,parameter_value
0.0,0.4171513161993949,0p173884267,0.173884267
2.220446049250313e-16,0.4171513161993949,0p173884267,0.173884267
2.220446049250313e-16,0.4171513161993949,0p173884267,0.173884267
0.008750000000000223,0.4171513532665309,0p173884267,0.173884267
0.008750000000000223,0.4171513532665309,0p173884267,0.173884267
0.01372367311982518,0.4171513743182183,0p173884267,0.173884267
0.01372367311982518,0.4171513743182183,0p173884267,0.173884267
5.48012164097436,0.4171694488580902,0p173884267,0.173884267
5.48012164097436,0.4171694488580902,0p173884267,0.173884267
5.482379742181193,0.4171694544422838,0p173884267,0.173884267
5.482379742181193,0.4171694544422838,0p173884267,0.173884267
10.0,0.4171785349913945,0p173884267,0.173884267
15.9420439723917,0.4171860128475976,0p173884267,0.173884267
15.9420439723917,0.4171860128475976,0p173884267,0.173884267
15.94407188734831,0.4171860145934491,0p173884267,0.173884267
15.94407188734831,0.4171860145934491,0p173884267,0.173884267
20.0,0.4171887390238167,0p173884267,0.173884267
30.0,0.4171920988098353,0p173884267,0.173884267
40.0,0.4171937617795119,0p173884267,0.173884267
50.0,0.4171944919361683,0p173884267,0.173884267
60.0,0.4171948639078036,0p173884267,0.173884267
70.0,0.4171949056616993,0p173884267,0.173884267
80.0,0.4171948628750942,0p173884267,0.173884267
90.0,0.4171948403486551,0p173884267,0.173884267
100.0,0.4171948254167461,0p173884267,0.173884267
100.0000000200005,0.4171948254167461,0p173884267,0.173884267
100.0000000200005,0.7790084759754394,0p173884267,0.173884267
104.4890462863461,0.7801737060604623,0p173884267,0.173884267
104.4890462863461,0.7801737060604623,0p173884267,0.173884267
110.0,0.7810847942479078,0p173884267,0.173884267
120.0,0.7818873264666941,0p173884267,0.173884267
130.0,0.7821883043052463,0p173884267,0.173884267
140.0,0.7823026296899155,0p173884267,0.173884267
150.0,0.7823456658823907,0p173884267,0.173884267
160.0,0.7823607386618819,0p173884267,0.173884267
170.0,0.7823665447610545,0p173884267,0.173884267
180.0,0.7823691224746403,0p173884267,0.173884267
190.0,0.7823701540990465,0p173884267,0.173884267
200.0,0.782370716862528,0p173884267,0.173884267
210.0,0.782370826756325,0p173884267,0.173884267
220.0,0.7823709240359217,0p173884267,0.173884267
230.0,0.7823709696398509,0p173884267,0.173884267
240.0,0.7823710009431146,0p173884267,0.173884267
250.0,0.7823710163074149,0p173884267,0.173884267
260.0,0.7823710223103549,0p173884267,0.173884267
270.0,0.7823710283132951,0p173884267,0.173884267
280.0,0.7823710343162352,0p173884267,0.173884267
290.0,0.7823710385833036,0p173884267,0.173884267
300.0,0.7823710392200095,0p173884267,0.173884267
310.0,0.7823710398567157,0p173884267,0.173884267
320.0,0.782371040493422,0p173884267,0.173884267
330.0,0.782371041130128,0p173884267,0.173884267
340.0,0.7823710417668343,0p173884267,0.173884267
350.0,0.7823710424035404,0p173884267,0.173884267
360.0,0.7823710430402465,0p173884267,0.173884267
370.0,0.7823710436769528,0p173884267,0.173884267
380.0,0.7823710438866442,0p173884267,0.173884267
390.0,0.7823710439223116,0p173884267,0.173884267
400.0,0.7823710439579787,0p173884267,0.173884267
410.0,0.7823710439936459,0p173884267,0.173884267
420.0,0.782371044029313,0p173884267,0.173884267
430.0,0.78237104406498,0p173884267,0.173884267
440.0,0.7823710441006472,0p173884267,0.173884267
450.0,0.7823710441363143,0p173884267,0.173884267
460.0,0.7823710441719816,0p173884267,0.173884267
470.0,0.7823710442076486,0p173884267,0.173884267
480.0,0.7823710442433157,0p173884267,0.173884267
490.0,0.7823710442789829,0p173884267,0.173884267
500.0,0.78237104431465,0p173884267,0.173884267
510.0,0.7823710443503171,0p173884267,0.173884267
520.0,0.7823710443859841,0p173884267,0.173884267
530.0,0.7823710444216513,0p173884267,0.173884267
540.0,0.7823710444573185,0p173884267,0.173884267
550.0,0.7823710444762058,0p173884267,0.173884267
560.0,0.7823710444772337,0p173884267,0.173884267
